Developer_ID,Developer_Name,Team,Experience_Years,Country,Repository,Language,Stars,Forks,Watchers,Open_Issues,Closed_Issues,Pull_Requests,Merged_PRs,Commit_Date,Commit_Time,Files_Changed,Lines_Added,Lines_Deleted,Coding_Hours,Bugs_Introduced,Bugs_Fixed,Code_Review_Time_Hours,Build_Status,CI_Failures,Weekend_Commit,Night_Commit,Sprint,Repo_Size_MB,License
D0315,Alex,Frontend,,India,Atlas,Rust,999999,84,3847,121,257,351,459,27/10/2024,25:61,70,3091,2199,5.1,13,3,63.1,FAIL,9,No,No,Sprint-4,341.8,GPL
D0021,Taylor,Backend,3.8,India,Forge,Go,999999,322,1574,56,19,221,339,2023-04-13,00:00,10,482,1259,11.4,2,25,31.1, ,2,Yes,No,Sprint-1,4539.9,Apache-2.0
D0171,Alex,Frontend,,India,Nova,,-5,819,2805,25,135,114,80,24/03/2024,8PM,18,4830,990,7.2,11,16,7.0,Success,6,Yes,No,Sprint-1,50.7,Apache-2.0
D0559,Alex,Backend,,Germany,Forge,Rust,3068,749,3011,100,909,72,488,2025-05-12,25:61,67,3539,913,8.0,11,19,16.1,FAIL,0,No,Yes,Sprint-9,4487.1,MIT
D0006,Alex,Platform,2.9,Germany,Nova,TypeScript,3602,192,1432,103,390,112,139,2023-09-12,8PM,37,2194,1773,13.0,12,5,32.4,FAIL,2,No,No,Sprint-5,22.3,
D0216,Chris,Platform,,India,Nova,Rust,771,962,2274,114,691,290,278,2023-03-01,00:00,28,3348,2524,11.0,30,1,39.6,Failed,3,Yes,No,Sprint-10,2956.1,MIT
D0207, ,DevOps,,USA,Nova,Python,3718,974,630,31,921,487,30,2023-02-09,00:00,88,4919,1291,0.9,25,13,58.4,Success,3,Yes,Yes,Sprint-9,650.5,MIT
D0334,Chris,Platform,,USA,Nova,Java,999999,810,4668,186,872,46,389,2023-09-29,8PM,26,1211,727,3.5,17,7,45.4,Success,3,Yes,No,Sprint-9,634.2,
D0202,Chris,AI,12.6,India,Atlas,pyhton,2451,372,1873,189,270,121,310,26/06/2023,8PM,63,3119,1266,7.9,19,13,36.6,Failed,9,No,No,Sprint-4,3006.9,GPL
D0622,Chris,Backend,0.8,USA,Nova,Go,-5,951,3932,99,213,200,234,2023-03-14,00:00,73,4084,2444,5.9,26,2,68.3,FAIL,10,Yes,No,Sprint-6,3897.5,MIT
D0136,Sam,AI,,India,Nova,Rust,-5,940,3027,179,453,375,353,25/02/2024,25:61,2,928,1955,10.9,23,7,68.9,Success,1,No,Yes,Sprint-10,2512.0,
D0627,Alex,Frontend,,USA,Nova,pyhton,-5,555,5419,88,577,264,285,07/01/2025,00:00,32,352,1082,11.6,15,16,1.9,FAIL,0,Yes,No,Sprint-8,632.5,
D0026,Alex,Backend,10.9,Germany,Forge,python,3017,330,28,17,529,16,378,2023-07-31,00:00,88,3644,1151,7.7,23,23,7.7, ,7,No,Yes,Sprint-11,4601.0,Apache-2.0
D0359,Chris,Backend,11.0,India,Forge,Rust,-5,684,1720,57,362,398,97,02/06/2025,00:00,44,4086,2313,8.6,29,20,65.3,FAIL,6,No,Yes,Sprint-8,272.3,MIT
D0651,Alex,Backend,5.3,USA,Atlas,,-5,6,4663,162,434,334,256,2023-05-04,8PM,93,1809,2481,7.1,21,9,57.5,Success,6,No,No,Sprint-2,1313.1,GPL
D0598,Taylor,Platform,,USA,Forge,python,2179,959,1926,68,126,231,360,2023-07-18,00:00,93,2552,1036,10.7,14,8,8.8,Success,10,Yes,Yes,Sprint-4,850.9,GPL
D0085,Sam,DevOps,,India,Atlas,python,3873,640,3732,77,123,145,248,2023-05-17,25:61,65,448,1207,8.6,14,28,51.2,FAIL,1,Yes,No,Sprint-3,1434.4,MIT
D0253,Chris,DevOps,11.4,Germany,Nova,,-5,480,2184,31,254,37,286,2024-03-15,25:61,15,3248,2092,6.4,14,29,9.0,Success,6,No,Yes,Sprint-9,2434.6,GPL
D0098,Alex,AI,,India,Nova, PYTHON,999999,893,4911,157,827,365,347,2023-08-16,25:61,94,324,554,6.4,7,6,54.2,Failed,8,Yes,Yes,Sprint-3,3060.4,Apache-2.0
D0123,Taylor,DevOps,13.2,India,Forge,pyhton,999999,590,4054,189,313,75,27,2023-06-17,25:61,5,2492,1048,2.0,2,23,45.4,Failed,8,No,No,Sprint-5,1889.2,MIT
D0240,Sam,DevOps,7.7,Germany,Atlas,TypeScript,-5,181,4680,65,944,342,373,2024-10-06,00:00,50,1480,57,11.3,5,18,2.7,Success,9,No,No,Sprint-11,2236.0,
D0375,Chris,Platform,3.7,USA,Atlas,Java,-5,4,1365,127,701,34,134,2025-03-15,25:61,36,388,1721,3.3,27,23,40.6,Failed,1,Yes,No,Sprint-7,13.8,Apache-2.0
D0113,Sam,Frontend,,USA,Atlas,Rust,3852,292,2014,66,367,83,128,2024-05-02,25:61,41,2034,66,8.9,11,19,47.3,Success,2,No,No,Sprint-1,636.5,Apache-2.0
D0139,Alex,Platform,5.8,India,Atlas,TypeScript,999999,718,2621,107,798,191,272,13/06/2025,25:61,10,2738,2875,2.0,26,28,24.4,Success,2,No,Yes,Sprint-4,2320.5,Apache-2.0
D0305,Alex,Backend,0.7,USA,Nova,,999999,285,4290,82,884,96,178,2024-04-09,00:00,83,2777,2767,2.6,21,19,53.2,FAIL,9,No,No,Sprint-6,1397.3,MIT
D0212,Alex,Backend,,Germany,Forge,TypeScript,999999,99,4698,36,73,36,343,14/09/2024,8PM,88,2353,878,12.0,5,9,62.7, ,10,No,Yes,Sprint-10,2007.7,
D0510, ,Backend,5.0,Germany,Nova,Go,999999,341,4811,190,485,80,129,2023-08-13,00:00,84,4686,417,1.3,7,27,7.5,Success,6,Yes,Yes,Sprint-12,2369.1,MIT
D0306,Taylor,Frontend,,Germany,Atlas,,999999,994,4374,185,982,315,347,2024-05-11,00:00,34,342,1351,1.4,4,9,5.9, ,2,Yes,Yes,Sprint-2,2564.7,MIT
D0590,Chris,Backend,14.4,USA,Forge,Python,252,544,4356,97,555,158,393,2023-08-14,8PM,45,1151,2746,9.4,25,26,47.6,Success,3,Yes,Yes,Sprint-9,4155.7,GPL
D0518, ,AI,,India,Forge,pyhton,-5,804,318,30,874,274,481,2023-02-04,00:00,68,4214,2310,7.1,5,16,10.9,Success,1,No,No,Sprint-12,1130.5,
D0430, ,Backend,,USA,Nova,pyhton,-5,614,4818,63,820,410,197,03/01/2025,8PM,89,3683,1248,13.2,20,4,28.2,Failed,7,No,No,Sprint-4,2235.8,GPL
D0039,Sam,Platform,1.1,Germany,Forge,TypeScript,2684,309,4709,5,280,392,27,2023-02-25,25:61,93,1886,2866,0.6,22,22,69.8,FAIL,8,Yes,No,Sprint-12,881.5,MIT
D0308,Alex,DevOps,,USA,Atlas,TypeScript,-5,836,2738,154,860,244,6,2024-08-31,8PM,8,4162,1227,3.6,13,27,57.4, ,1,Yes,Yes,Sprint-11,3061.0,Apache-2.0
D0427,Sam,DevOps,4.8,India,Forge,Go,999999,807,2055,85,431,66,392,2025-02-01,00:00,39,563,1253,6.4,22,26,61.3,Success,0,Yes,Yes,Sprint-3,3375.8,Apache-2.0
D0005,Chris,DevOps,,Germany,Nova,python,1968,205,4606,109,743,222,30,01/09/2024,8PM,57,928,465,14.0,8,11,14.2,FAIL,1,Yes,No,Sprint-2,1088.7,GPL
D0319,Alex,DevOps,2.0,USA,Nova,Java,-5,657,2709,33,399,96,350,15/05/2024,8PM,74,632,2073,11.0,13,14,65.4, ,6,No,Yes,Sprint-11,2120.0,MIT
D0669,Sam,Frontend,13.6,Germany,Nova,,999999,105,5618,8,572,429,97,14/12/2024,00:00,60,2065,1805,7.2,22,29,49.3,FAIL,3,No,No,Sprint-8,3084.9,GPL
D0508,Taylor,Platform,1.9,Germany,Atlas,python,999999,501,2344,162,222,285,305,28/11/2024,00:00,16,4106,937,8.9,4,9,35.2,FAIL,4,No,No,Sprint-7,4876.0,MIT
D0465,Chris,DevOps,,Germany,Forge,pyhton,999999,427,3191,160,156,127,385,2024-10-29,8PM,45,2671,2248,6.1,8,8,52.6,Success,7,No,No,Sprint-11,325.4,Apache-2.0
D0016,Taylor,Backend,,Germany,Atlas,Rust,999999,139,2745,176,884,350,42,2025-05-19,00:00,71,180,2136,13.6,2,18,4.0,FAIL,2,Yes,Yes,Sprint-11,2604.4,
D0229, ,DevOps,0.2,India,Atlas,Java,-5,891,206,57,895,245,78,18/04/2024,8PM,11,565,2319,3.9,19,28,65.3,Success,6,Yes,No,Sprint-11,2822.8,GPL
D0106,Taylor,Frontend,,Germany,Atlas,Java,999999,482,2070,28,416,39,192,2023-06-11,00:00,49,-23,2812,1.3,12,18,13.3,Success,5,No,No,Sprint-5,993.3,MIT
D0303,Alex,DevOps,,USA,Nova,Python,-5,980,4101,7,936,239,182,13/09/2024,00:00,33,1510,788,10.4,25,14,55.5,FAIL,8,No,No,Sprint-5,2112.9,MIT
D0694,Sam,Backend,,USA,Atlas,Go,4415,22,5811,33,970,262,81,2023-03-01,8PM,27,177,685,11.1,19,16,43.5,FAIL,6,Yes,No,Sprint-10,559.2,GPL
D0399, ,AI,8.4,Germany,Nova,Java,999999,126,1269,173,110,438,299,13/01/2024,25:61,7,2440,1359,0.2,10,9,16.9,Success,6,No,Yes,Sprint-5,2502.2,
D0557,Chris,DevOps,,Germany,Nova,Java,999999,376,268,172,604,241,79,2023-09-01,00:00,2,3263,1905,1.4,22,10,51.0,Success,0,No,Yes,Sprint-2,805.9,MIT
D0543,Taylor,AI,,India,Atlas,pyhton,2312,608,2906,166,635,322,489,01/12/2024,8PM,69,232,154,11.3,24,2,49.4,Success,8,No,No,Sprint-1,1964.5,GPL
D0110,Sam,DevOps,,India,Forge,,2571,594,3415,147,395,216,208,2023-06-21,00:00,9,761,731,13.0,23,15,8.0, ,9,No,No,Sprint-5,1999.3,MIT
D0100,Alex,Platform,,India,Nova,Go,-5,324,2254,93,119,320,230,18/02/2024,00:00,40,275,1315,8.5,14,18,51.4,Success,1,No,No,Sprint-10,2605.2,Apache-2.0
D0452,Chris,Backend,,India,Nova,Java,999999,831,4927,8,449,87,360,2025-06-12,00:00,1,3968,2428,6.5,1,7,55.9,Success,10,No,Yes,Sprint-8,3089.4,
D0131,Taylor,Platform,,USA,Atlas, PYTHON,-5,450,1043,17,447,439,111,2024-12-22,8PM,69,3209,1594,2.1,1,27,38.9,FAIL,2,No,Yes,Sprint-4,1531.5,MIT
D0392,Sam,Backend,12.0,Germany,Atlas,Rust,999999,234,342,182,156,462,73,16/02/2025,8PM,23,384,2020,6.2,30,24,53.3, ,0,No,No,Sprint-11,1758.7,GPL
D0560,Chris,Platform,,Germany,Forge,Java,-5,532,2662,85,727,229,194,24/07/2024,8PM,8,941,2836,8.9,18,8,49.9,Success,8,Yes,Yes,Sprint-3,457.8,MIT
D0653,Taylor,AI,1.9,USA,Nova,,999999,541,3121,103,596,212,22,10/08/2023,25:61,72,825,1650,6.2,16,14,40.9, ,4,No,Yes,Sprint-6,1652.8,Apache-2.0
D0639,Taylor,Backend,,Germany,Forge,Go,999999,658,5394,67,273,400,410,2023-05-25,25:61,95,1814,2816,7.3,12,26,46.0,Failed,4,No,Yes,Sprint-6,990.0,GPL
D0259, ,Frontend,7.1,Germany,Atlas,python,2234,875,3162,20,939,73,418,2024-01-21,25:61,78,946,2865,3.0,14,0,15.9, ,3,No,Yes,Sprint-3,1771.8,Apache-2.0
D0167,Alex,Platform,,USA,Forge,TypeScript,999999,431,4257,20,52,163,355,02/11/2023,25:61,42,2303,2774,6.2,5,12,68.5, ,5,Yes,No,Sprint-3,501.4,GPL
D0547, ,AI,11.4,Germany,Nova,Java,999999,535,3047,158,287,19,300,05/08/2023,25:61,28,4580,1735,2.6,15,19,21.7,Success,4,No,No,Sprint-12,4935.7,MIT
D0310,Chris,AI,0.8,Germany,Nova,Go,999999,384,785,25,234,134,413,2023-01-08,25:61,14,4890,974,7.7,1,10,60.6,Success,10,Yes,No,Sprint-6,2680.9,MIT
D0223,Chris,AI,12.0,Germany,Forge,Python,-5,449,139,86,766,2,241,05/04/2025,00:00,15,653,2789,8.8,24,7,15.0, ,3,Yes,Yes,Sprint-1,3444.5,Apache-2.0
D0189,Taylor,Frontend,,Germany,Atlas,Go,999999,753,4865,200,466,407,21,2023-03-13,8PM,17,1854,2360,0.6,24,18,17.0,FAIL,0,Yes,Yes,Sprint-2,4339.9,MIT
D0104,Chris,Backend,,India,Nova, PYTHON,4637,582,2994,26,807,352,475,2023-09-26,25:61,24,2461,1572,11.0,27,22,11.3,Success,5,No,No,Sprint-4,2792.9,GPL
D0357,Sam,DevOps,,India,Nova,Java,-5,440,4569,44,404,388,387,2023-03-06,00:00,84,3719,88,6.8,6,18,55.0,FAIL,6,No,Yes,Sprint-1,1151.2,MIT
D0203,Taylor,Frontend,,Germany,Nova, PYTHON,-5,619,2516,135,727,177,459,2023-07-08,00:00,77,2939,459,2.3,24,4,16.3,FAIL,3,Yes,No,Sprint-1,2115.3,MIT
D0009, ,Backend,,India,Forge,Java,4328,615,3218,97,261,298,316,2023-10-08,00:00,6,789,1669,8.5,9,5,10.3, ,8,No,No,Sprint-12,2092.2,GPL
D0621,Alex,Frontend,,India,Nova,Rust,3748,560,5844,189,22,307,82,15/03/2023,00:00,86,4500,2282,5.4,8,23,70.2, ,4,Yes,Yes,Sprint-5,3397.7,Apache-2.0
D0256, ,Platform,5.6,India,Atlas, PYTHON,-5,717,330,140,987,111,465,11/04/2024,25:61,75,3999,1629,0.5,25,17,22.9,Success,0,Yes,Yes,Sprint-2,2346.2,Apache-2.0
D0223,Taylor,AI,3.6,India,Forge,,4311,18,5939,117,94,217,212,2023-03-27,25:61,70,4134,185,3.2,6,20,24.5, ,10,Yes,No,Sprint-9,528.3,MIT
D0369, ,AI,3.2,Germany,Nova,TypeScript,999999,661,3118,111,89,236,247,2024-11-30,8PM,34,1059,1105,13.6,19,23,34.0, ,10,No,Yes,Sprint-6,4195.9,MIT
D0162,Alex,Backend,,Germany,Atlas,pyhton,3450,737,829,147,279,375,414,01/08/2024,8PM,91,4324,1567,4.1,15,18,48.9,Success,2,Yes,No,Sprint-3,3023.0,Apache-2.0
D0387,Sam,Frontend,,India,Nova,Java,4935,88,5997,161,584,288,418,04/10/2024,8PM,27,1656,2426,11.1,27,0,12.7,FAIL,7,Yes,Yes,Sprint-6,4119.9,GPL
D0575, ,DevOps,,USA,Nova,Rust,3297,626,4184,29,753,434,118,2025-01-30,00:00,100,4028,634,0.5,7,28,49.1,FAIL,2,Yes,Yes,Sprint-5,618.6,Apache-2.0
D0436,Taylor,Backend,,India,Nova,pyhton,-5,182,1158,90,78,223,447,27/06/2023,25:61,46,4319,1003,1.9,20,4,11.2,FAIL,10,No,No,Sprint-4,4422.2,MIT
D0457,Taylor,AI,5.8,Germany,Forge,Go,1563,391,4653,1,301,277,441,20/08/2023,25:61,57,1353,1880,7.8,23,21,52.8,Success,1,Yes,No,Sprint-9,3311.7,Apache-2.0
D0008, ,Platform,,Germany,Nova,Go,999999,128,279,129,52,359,359,2025-03-09,8PM,19,1637,1307,3.4,3,15,3.3,Failed,4,Yes,Yes,Sprint-2,1406.9,MIT
D0558,Chris,Backend,,India,Atlas,Java,999999,373,4728,168,539,262,313,2023-11-13,25:61,11,3408,2488,12.9,11,10,16.0,Success,3,Yes,Yes,Sprint-2,3108.7,GPL
D0677, ,Platform,,India,Forge,Python,-5,812,4100,130,124,309,330,27/01/2025,8PM,84,2420,1007,12.2,23,9,42.5,Failed,8,Yes,No,Sprint-2,2710.6,MIT
D0118,Chris,Backend,2.6,India,Nova,TypeScript,931,520,5850,0,715,455,64,2025-02-09,8PM,31,3191,1013,11.7,9,2,29.7,Success,8,Yes,Yes,Sprint-5,3308.5,MIT
D0371,Sam,Platform,,Germany,Atlas,TypeScript,999999,477,2843,199,125,349,92,2024-06-08,00:00,29,3960,2551,3.0,25,5,12.1,FAIL,3,Yes,Yes,Sprint-12,3632.8,
D0222,Taylor,Backend,,Germany,Atlas,TypeScript,999999,320,5361,39,491,368,444,16/04/2024,00:00,93,4083,667,12.6,0,9,43.4,FAIL,5,No,No,Sprint-12,4388.4,MIT
D0251, ,AI,,USA,Forge,TypeScript,4770,930,1370,28,207,39,41,2024-05-23,25:61,12,4396,933,10.1,3,7,16.5,FAIL,3,Yes,No,Sprint-12,4592.5,
D0316, ,Frontend,,Germany,Forge,Rust,999999,522,4864,120,467,261,317,2025-02-14,8PM,93,2090,32,0.2,10,21,7.9,FAIL,8,Yes,No,Sprint-5,1811.3,
D0617, ,DevOps,,Germany,Atlas,TypeScript,4403,243,1975,161,740,312,251,19/04/2025,8PM,98,328,530,6.5,17,4,6.8,Success,4,Yes,Yes,Sprint-11,3864.0,MIT
D0094, ,Platform,5.2,Germany,Forge, PYTHON,999999,329,5742,23,78,374,85,18/03/2025,25:61,61,454,703,10.3,14,19,2.7,FAIL,2,No,No,Sprint-1,4162.9,MIT
D0216,Chris,Backend,5.4,India,Nova,python,999999,647,1311,110,784,82,220,2023-04-01,25:61,36,3641,2695,13.0,13,27,28.8,Success,9,Yes,No,Sprint-6,2169.5,GPL
D0036,Chris,DevOps,3.1,Germany,Atlas,,-5,334,4019,40,790,252,93,2024-08-05,00:00,82,4827,260,11.4,11,0,51.8, ,9,Yes,Yes,Sprint-3,4419.8,MIT
D0523,Chris,Frontend,,USA,Nova,Java,-5,575,3238,81,725,473,195,2023-05-02,25:61,87,396,1891,0.8,17,20,71.5,Success,7,Yes,No,Sprint-8,1052.8,
D0699, ,Backend,1.0,Germany,Atlas, PYTHON,4361,953,2377,66,475,107,116,2023-09-10,00:00,23,4902,395,4.6,9,14,17.7,Success,1,No,Yes,Sprint-5,4349.4,Apache-2.0
D0193, ,Frontend,,USA,Forge,Python,-5,500,5376,115,74,35,479,2023-03-31,00:00,59,430,1945,11.2,8,1,37.7,Failed,0,No,No,Sprint-6,3584.1,MIT
D0244,Chris,Platform,,Germany,Nova,Java,1525,398,3274,194,100,170,152,2024-08-26,25:61,78,4191,1018,4.4,9,9,1.7,Failed,10,No,Yes,Sprint-8,1479.8,GPL
D0452, ,Platform,,USA,Nova, PYTHON,1030,899,423,62,166,431,458,2023-04-28,8PM,69,1545,2024,0.2,28,24,63.0, ,9,Yes,No,Sprint-2,4657.3,Apache-2.0
D0657,Sam,AI,9.2,Germany,Forge,Java,999999,450,238,63,389,418,0,2024-10-19,00:00,97,454,2301,12.2,2,20,17.1,FAIL,1,Yes,Yes,Sprint-11,2045.4,Apache-2.0
D0603,Chris,Backend,12.0,India,Forge,Go,4700,406,35,128,108,418,398,2023-10-02,8PM,81,3849,1433,3.3,1,14,5.6, ,6,Yes,No,Sprint-8,2224.9,
D0337,Alex,DevOps,9.7,India,Forge, PYTHON,999999,755,4255,31,752,135,65,2023-10-21,25:61,35,4151,2753,13.2,12,2,51.5, ,5,No,No,Sprint-3,3112.3,Apache-2.0
D0611, ,Frontend,,India,Atlas, PYTHON,181,934,2883,98,356,223,170,02/06/2023,8PM,40,2744,1170,1.4,30,10,2.6, ,9,No,No,Sprint-9,2070.3,Apache-2.0
D0311, ,AI,,India,Nova,pyhton,-5,902,3261,32,520,6,192,2023-02-04,25:61,66,4681,151,12.5,9,21,29.7, ,0,Yes,No,Sprint-9,2618.9,MIT
D0440, ,DevOps,,Germany,Atlas,pyhton,-5,566,1982,76,859,342,26,06/03/2024,00:00,63,4583,366,9.0,3,28,37.8, ,2,Yes,Yes,Sprint-6,4524.1,
D0452,Chris,Backend,,USA,Nova,Go,999999,656,2528,42,184,343,231,10/02/2025,25:61,85,2833,2417,11.8,10,8,2.1, ,4,Yes,Yes,Sprint-2,1212.0,MIT
D0486, ,Backend,13.2,India,Forge,TypeScript,-5,198,1588,119,445,394,89,27/04/2025,00:00,66,510,2646,5.4,5,24,22.7,Failed,7,No,Yes,Sprint-12,225.2,MIT
D0078,Chris,AI,8.6,Germany,Nova, PYTHON,-5,685,2021,64,242,11,228,2024-10-30,00:00,71,2558,2858,11.8,19,14,59.9, ,2,Yes,Yes,Sprint-1,3239.1,GPL
D0499,Chris,DevOps,,USA,Forge,Python,2555,259,573,185,68,434,381,2023-10-01,00:00,98,3628,2282,1.2,11,8,14.6,Failed,3,No,No,Sprint-8,1859.8,
D0351,Chris,DevOps,,Germany,Nova,Python,-5,933,838,66,861,407,100,2025-01-20,8PM,93,1331,1824,4.8,6,18,17.9, ,0,Yes,Yes,Sprint-5,2313.8,GPL
D0386,Alex,Platform,,India,Atlas,TypeScript,999999,135,2052,164,601,265,402,24/05/2025,8PM,10,439,365,8.9,7,13,21.5,FAIL,4,Yes,Yes,Sprint-5,415.5,Apache-2.0
D0001, ,Platform,10.7,Germany,Atlas, PYTHON,-5,17,3399,128,505,108,217,2025-02-02,25:61,89,736,1406,13.8,5,22,27.7, ,9,No,Yes,Sprint-4,2450.4,Apache-2.0
D0656,Sam,DevOps,,Germany,Forge,Go,999999,355,3120,180,617,9,395,2024-08-20,8PM,7,1760,1688,2.5,28,4,33.9,Success,10,Yes,Yes,Sprint-10,4526.2,MIT
D0135,Chris,Frontend,,India,Nova,,999999,923,4443,198,198,25,283,2023-11-01,25:61,53,3985,288,6.0,18,5,33.8,FAIL,1,No,Yes,Sprint-1,2468.3,Apache-2.0
D0245,Taylor,Frontend,,India,Nova,,999999,614,493,7,376,391,149,29/02/2024,00:00,55,2475,2841,7.0,12,25,8.4, ,5,No,No,Sprint-4,2016.7,MIT
D0233,Taylor,DevOps,6.5,India,Atlas,pyhton,999999,763,3057,91,356,337,75,2024-01-01,25:61,90,3871,2036,12.7,18,21,54.6,Failed,1,No,Yes,Sprint-9,4367.3,
D0602,Sam,Frontend,,India,Nova, PYTHON,999999,708,226,142,176,432,54,2024-03-20,00:00,81,3877,867,6.5,14,30,7.9,Success,10,Yes,Yes,Sprint-4,4171.2,MIT
D0418,Alex,AI,,Germany,Atlas,python,-5,121,5281,110,401,112,169,31/03/2025,00:00,28,332,1355,11.5,2,17,32.9,Success,0,No,Yes,Sprint-10,4224.6,Apache-2.0
D0671, ,AI,8.0,Germany,Atlas,python,999999,910,1554,116,790,60,205,2023-08-21,8PM,59,2650,2040,12.0,18,20,56.0,FAIL,1,No,Yes,Sprint-2,2505.4,MIT
D0433,Sam,DevOps,7.8,India,Nova,TypeScript,-5,875,3002,165,632,284,206,14/09/2024,00:00,31,2617,1737,9.1,3,29,36.6, ,9,No,No,Sprint-1,850.2,MIT
D0162,Alex,Backend,2.5,USA,Atlas,Go,-5,66,933,191,273,125,124,2023-04-09,00:00,22,2350,1970,2.3,1,23,17.7,Failed,7,Yes,Yes,Sprint-3,2966.3,
D0340,Alex,AI,,USA,Nova,Python,-5,34,1780,83,324,300,425,12/06/2023,00:00,28,308,639,12.3,17,22,27.7,Success,8,Yes,No,Sprint-9,4652.1,
D0044,Sam,Backend,10.2,Germany,Forge,pyhton,4996,966,3895,56,327,21,461,06/11/2023,00:00,89,2697,2417,0.6,29,11,5.1,Failed,1,Yes,Yes,Sprint-6,2655.1,
D0467,Taylor,Platform,6.4,USA,Nova,Java,-5,617,2576,194,45,143,31,2024-11-30,00:00,57,893,1964,4.9,17,6,66.6, ,9,No,Yes,Sprint-6,3897.6,Apache-2.0
D0251,Sam,Frontend,,USA,Nova,TypeScript,3818,814,4956,57,332,368,314,08/10/2023,25:61,60,1117,2165,0.9,21,9,14.9, ,8,Yes,No,Sprint-1,4042.8,MIT
D0171,Sam,AI,14.4,Germany,Forge,Java,3897,159,3530,141,296,71,42,27/07/2024,8PM,8,4996,1140,3.5,16,3,0.2,Success,7,No,No,Sprint-6,2356.2,GPL
D0065,Chris,AI,8.5,Germany,Nova,pyhton,708,570,2109,105,258,260,363,02/05/2024,00:00,68,3360,45,0.2,10,7,8.4,Success,9,Yes,Yes,Sprint-5,4218.9,Apache-2.0
D0412,Chris,Backend,12.7,USA,Forge,Rust,3177,596,390,100,27,265,201,2023-07-26,25:61,17,62,2132,0.5,7,29,68.2,Failed,9,No,Yes,Sprint-7,2715.5,GPL
D0215, ,Backend,0.5,USA,Nova,python,999999,115,991,131,245,111,161,2023-07-08,00:00,11,3678,1984,8.8,6,16,46.3, ,8,No,Yes,Sprint-5,179.3,
D0483, ,Platform,3.8,India,Forge,,-5,374,5582,130,608,491,138,2023-12-24,25:61,29,3335,2714,9.9,0,21,1.7, ,7,Yes,No,Sprint-12,3438.4,Apache-2.0
D0086,Sam,DevOps,7.3,India,Atlas,python,-5,561,1017,30,599,12,443,2025-01-17,25:61,88,4348,491,4.7,25,0,65.2,Failed,7,No,No,Sprint-11,4772.8,GPL
D0108, ,DevOps,2.3,Germany,Forge,Java,4017,419,3329,6,141,437,184,30/05/2025,8PM,19,2318,911,0.7,29,10,28.4,FAIL,5,Yes,No,Sprint-2,993.2,MIT
D0496, ,DevOps,7.5,USA,Nova,python,4115,688,4342,195,424,212,289,18/06/2025,00:00,46,949,1044,13.4,4,11,41.1,Success,8,Yes,Yes,Sprint-8,4072.1,GPL
D0381,Alex,Platform,,India,Forge,,-5,668,5497,148,731,331,244,2025-04-19,25:61,78,1148,396,9.8,30,7,49.5, ,0,No,No,Sprint-7,2116.9,
D0535,Chris,Frontend,12.2,Germany,Atlas,Rust,-5,623,3596,45,309,434,476,05/12/2024,00:00,14,4500,1940,12.9,29,0,69.8, ,7,No,Yes,Sprint-9,3813.7,GPL
D0397,Chris,DevOps,9.1,India,Atlas,Go,4284,780,1657,169,281,60,132,2024-12-10,00:00,59,1175,2451,9.6,21,26,6.8,Success,9,No,No,Sprint-5,3263.2,
D0091,Alex,Backend,,USA,Nova,,3037,475,2884,198,461,340,47,2025-02-13,25:61,1,1496,2473,13.3,10,0,61.0,Success,9,Yes,No,Sprint-4,4078.8,MIT
D0175,Taylor,Frontend,,Germany,Nova,Go,999999,734,3033,83,353,35,181,2023-01-21,00:00,15,1013,2745,6.2,18,26,50.6, ,2,Yes,Yes,Sprint-11,3499.1,GPL
D0347,Sam,DevOps,1.3,USA,Forge,Rust,-5,705,4485,196,989,85,378,2023-04-29,25:61,55,2820,733,12.8,9,13,3.3, ,8,No,Yes,Sprint-2,202.1,GPL
D0519,Sam,AI,10.9,India,Atlas,Rust,-5,814,551,53,789,75,156,17/02/2024,8PM,24,1123,891,5.2,5,22,15.9, ,3,Yes,Yes,Sprint-3,1779.1,
D0145, ,AI,,Germany,Atlas, PYTHON,999999,794,5250,40,481,61,393,11/01/2024,00:00,20,4416,540,13.6,0,19,47.8,FAIL,7,Yes,Yes,Sprint-7,273.5,MIT
D0570,Chris,DevOps,,Germany,Forge,Python,-5,522,536,186,352,75,411,2023-03-14,8PM,81,4559,145,3.8,10,14,29.9,Success,10,Yes,No,Sprint-8,713.0,
D0477,Alex,Platform,,India,Atlas,TypeScript,999999,411,1613,140,541,468,320,2023-12-11,25:61,80,4126,1460,0.7,12,1,11.3,Success,3,No,Yes,Sprint-1,2976.2,Apache-2.0
D0527,Taylor,Platform,,Germany,Atlas,Rust,2836,258,1858,178,564,361,493,27/04/2023,00:00,57,2718,533,10.1,7,30,30.8,FAIL,6,Yes,Yes,Sprint-1,761.0,Apache-2.0
D0527,Taylor,Platform,0.8,Germany,Forge,,-5,676,5549,44,850,476,309,2023-11-11,8PM,28,2585,198,8.1,25,0,0.8, ,9,Yes,No,Sprint-9,3079.2,Apache-2.0
D0021,Alex,DevOps,10.5,Germany,Nova,python,999999,236,5293,136,339,64,103,2024-12-23,00:00,87,3145,1633,1.6,4,1,47.5,FAIL,8,Yes,No,Sprint-4,592.7,GPL
D0308, ,Frontend,13.5,India,Nova,Java,-5,357,4674,44,328,459,5,2023-02-25,25:61,96,4632,1490,13.7,27,30,70.5,Success,10,Yes,No,Sprint-10,767.1,Apache-2.0
